form,tags
balisais,"['first-person', 'imperfect', 'indicative', 'singular']"
balisais,"['imperfect', 'indicative', 'second-person', 'singular']"
balisait,"['imperfect', 'indicative', 'singular', 'third-person']"
balisant,"['gerund', 'participle', 'present']"
balisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
balisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
balisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
balisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
balisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
balisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
balise,"['first-person', 'indicative', 'present', 'singular']"
balise,"['indicative', 'present', 'singular', 'third-person']"
balise,"['first-person', 'present', 'singular', 'subjunctive']"
balise,"['present', 'singular', 'subjunctive', 'third-person']"
balise,"['imperative', 'second-person', 'singular']"
balisent,"['plural', 'present', 'subjunctive', 'third-person']"
balisent,"['indicative', 'plural', 'present', 'third-person']"
baliser,['infinitive']
balisera,"['future', 'indicative', 'singular', 'third-person']"
baliserai,"['first-person', 'future', 'indicative', 'singular']"
baliseraient,"['conditional', 'plural', 'third-person']"
baliserais,"['conditional', 'second-person', 'singular']"
baliserais,"['conditional', 'first-person', 'singular']"
baliserait,"['conditional', 'singular', 'third-person']"
baliseras,"['future', 'indicative', 'second-person', 'singular']"
baliserez,"['future', 'indicative', 'plural', 'second-person']"
baliseriez,"['conditional', 'plural', 'second-person']"
baliserions,"['conditional', 'first-person', 'plural']"
baliserons,"['first-person', 'future', 'indicative', 'plural']"
baliseront,"['future', 'indicative', 'plural', 'third-person']"
balises,"['present', 'second-person', 'singular', 'subjunctive']"
balises,"['indicative', 'present', 'second-person', 'singular']"
balisez,"['indicative', 'plural', 'present', 'second-person']"
balisez,"['imperative', 'plural', 'second-person']"
balisiez,"['imperfect', 'indicative', 'plural', 'second-person']"
balisiez,"['plural', 'present', 'second-person', 'subjunctive']"
balisions,"['first-person', 'imperfect', 'indicative', 'plural']"
balisions,"['first-person', 'plural', 'present', 'subjunctive']"
balisons,"['first-person', 'indicative', 'plural', 'present']"
balisons,"['first-person', 'imperative', 'plural']"
balisâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
balisât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
balisâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
balisèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
balisé,"['participle', 'past']"
balisée,"['feminine', 'singular']"
balisées,"['feminine', 'plural']"
balisés,"['masculine', 'plural']"
baliva,"['historic', 'indicative', 'past', 'singular', 'third-person']"
balivai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
balivaient,"['imperfect', 'indicative', 'plural', 'third-person']"
balivais,"['imperfect', 'indicative', 'second-person', 'singular']"
balivais,"['first-person', 'imperfect', 'indicative', 'singular']"
balivait,"['imperfect', 'indicative', 'singular', 'third-person']"
balivant,"['gerund', 'participle', 'present']"
balivas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
balivasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
balivassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
balivasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
balivassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
balivassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
balive,"['present', 'singular', 'subjunctive', 'third-person']"
balive,"['first-person', 'indicative', 'present', 'singular']"
balive,"['imperative', 'second-person', 'singular']"
balive,"['indicative', 'present', 'singular', 'third-person']"
balive,"['first-person', 'present', 'singular', 'subjunctive']"
balivent,"['plural', 'present', 'subjunctive', 'third-person']"
balivent,"['indicative', 'plural', 'present', 'third-person']"
baliver,['infinitive']
balivera,"['future', 'indicative', 'singular', 'third-person']"
baliverai,"['first-person', 'future', 'indicative', 'singular']"
baliveraient,"['conditional', 'plural', 'third-person']"
baliverais,"['conditional', 'second-person', 'singular']"
baliverais,"['conditional', 'first-person', 'singular']"
baliverait,"['conditional', 'singular', 'third-person']"
baliveras,"['future', 'indicative', 'second-person', 'singular']"
baliverez,"['future', 'indicative', 'plural', 'second-person']"
baliveriez,"['conditional', 'plural', 'second-person']"
baliverions,"['conditional', 'first-person', 'plural']"
baliverna,"['historic', 'indicative', 'past', 'singular', 'third-person']"
balivernai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
balivernaient,"['imperfect', 'indicative', 'plural', 'third-person']"
balivernais,"['first-person', 'imperfect', 'indicative', 'singular']"
balivernais,"['imperfect', 'indicative', 'second-person', 'singular']"
balivernait,"['imperfect', 'indicative', 'singular', 'third-person']"
balivernant,"['gerund', 'participle', 'present']"
balivernas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
balivernasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
balivernassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
balivernasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
balivernassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
balivernassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
baliverne,"['imperative', 'second-person', 'singular']"
baliverne,"['present', 'singular', 'subjunctive', 'third-person']"
baliverne,"['indicative', 'present', 'singular', 'third-person']"
baliverne,"['first-person', 'indicative', 'present', 'singular']"
baliverne,"['first-person', 'present', 'singular', 'subjunctive']"
balivernent,"['indicative', 'plural', 'present', 'third-person']"
balivernent,"['plural', 'present', 'subjunctive', 'third-person']"
baliverner,['infinitive']
balivernera,"['future', 'indicative', 'singular', 'third-person']"
balivernerai,"['first-person', 'future', 'indicative', 'singular']"
baliverneraient,"['conditional', 'plural', 'third-person']"
balivernerais,"['conditional', 'second-person', 'singular']"
balivernerais,"['conditional', 'first-person', 'singular']"
balivernerait,"['conditional', 'singular', 'third-person']"
baliverneras,"['future', 'indicative', 'second-person', 'singular']"
balivernerez,"['future', 'indicative', 'plural', 'second-person']"
baliverneriez,"['conditional', 'plural', 'second-person']"
balivernerions,"['conditional', 'first-person', 'plural']"
balivernerons,"['first-person', 'future', 'indicative', 'plural']"
baliverneront,"['future', 'indicative', 'plural', 'third-person']"
balivernes,"['indicative', 'present', 'second-person', 'singular']"
balivernes,"['present', 'second-person', 'singular', 'subjunctive']"
balivernez,"['imperative', 'plural', 'second-person']"
balivernez,"['indicative', 'plural', 'present', 'second-person']"
baliverniez,"['imperfect', 'indicative', 'plural', 'second-person']"
baliverniez,"['plural', 'present', 'second-person', 'subjunctive']"
balivernions,"['first-person', 'plural', 'present', 'subjunctive']"
balivernions,"['first-person', 'imperfect', 'indicative', 'plural']"
balivernons,"['first-person', 'imperative', 'plural']"
balivernons,"['first-person', 'indicative', 'plural', 'present']"
balivernâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
balivernât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
balivernâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
balivernèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
baliverné,"['participle', 'past']"
balivernée,"['feminine', 'singular']"
balivernées,"['feminine', 'plural']"
balivernés,"['masculine', 'plural']"
baliverons,"['first-person', 'future', 'indicative', 'plural']"
baliveront,"['future', 'indicative', 'plural', 'third-person']"
balives,"['present', 'second-person', 'singular', 'subjunctive']"
balives,"['indicative', 'present', 'second-person', 'singular']"
balivez,"['indicative', 'plural', 'present', 'second-person']"
balivez,"['imperative', 'plural', 'second-person']"
baliviez,"['plural', 'present', 'second-person', 'subjunctive']"
baliviez,"['imperfect', 'indicative', 'plural', 'second-person']"
balivions,"['first-person', 'imperfect', 'indicative', 'plural']"
balivions,"['first-person', 'plural', 'present', 'subjunctive']"
balivons,"['first-person', 'imperative', 'plural']"
balivons,"['first-person', 'indicative', 'plural', 'present']"
balivâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
balivât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
balivâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
balivèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
balivé,"['participle', 'past']"
balivée,"['feminine', 'singular']"
balivées,"['feminine', 'plural']"
balivés,"['masculine', 'plural']"
balkanisa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
balkanisai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
balkanisaient,"['imperfect', 'indicative', 'plural', 'third-person']"
balkanisais,"['imperfect', 'indicative', 'second-person', 'singular']"
balkanisais,"['first-person', 'imperfect', 'indicative', 'singular']"
balkanisait,"['imperfect', 'indicative', 'singular', 'third-person']"
balkanisant,"['gerund', 'participle', 'present']"
balkanisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
balkanisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
balkanisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
balkanisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
balkanisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
balkanisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
balkanise,"['first-person', 'indicative', 'present', 'singular']"
balkanise,"['indicative', 'present', 'singular', 'third-person']"
balkanise,"['first-person', 'present', 'singular', 'subjunctive']"
balkanise,"['imperative', 'second-person', 'singular']"
balkanise,"['present', 'singular', 'subjunctive', 'third-person']"
balkanisent,"['plural', 'present', 'subjunctive', 'third-person']"
balkanisent,"['indicative', 'plural', 'present', 'third-person']"
balkaniser,['infinitive']
balkanisera,"['future', 'indicative', 'singular', 'third-person']"
balkaniserai,"['first-person', 'future', 'indicative', 'singular']"
balkaniseraient,"['conditional', 'plural', 'third-person']"
balkaniserais,"['conditional', 'second-person', 'singular']"
balkaniserais,"['conditional', 'first-person', 'singular']"
balkaniserait,"['conditional', 'singular', 'third-person']"
balkaniseras,"['future', 'indicative', 'second-person', 'singular']"
balkaniserez,"['future', 'indicative', 'plural', 'second-person']"
balkaniseriez,"['conditional', 'plural', 'second-person']"
balkaniserions,"['conditional', 'first-person', 'plural']"
balkaniserons,"['first-person', 'future', 'indicative', 'plural']"
balkaniseront,"['future', 'indicative', 'plural', 'third-person']"
balkanises,"['indicative', 'present', 'second-person', 'singular']"
balkanises,"['present', 'second-person', 'singular', 'subjunctive']"
balkanisez,"['indicative', 'plural', 'present', 'second-person']"
balkanisez,"['imperative', 'plural', 'second-person']"
balkanisiez,"['imperfect', 'indicative', 'plural', 'second-person']"
balkanisiez,"['plural', 'present', 'second-person', 'subjunctive']"
balkanisions,"['first-person', 'plural', 'present', 'subjunctive']"
balkanisions,"['first-person', 'imperfect', 'indicative', 'plural']"
balkanisons,"['first-person', 'indicative', 'plural', 'present']"
balkanisons,"['first-person', 'imperative', 'plural']"
balkanisâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
balkanisât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
balkanisâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
balkanisèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
balkanisé,"['participle', 'past']"
balkanisée,"['feminine', 'singular']"
balkanisées,"['feminine', 'plural']"
balkanisés,"['masculine', 'plural']"
balla,"['historic', 'indicative', 'past', 'singular', 'third-person']"
ballai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
ballaient,"['imperfect', 'indicative', 'plural', 'third-person']"
ballais,"['first-person', 'imperfect', 'indicative', 'singular']"
ballais,"['imperfect', 'indicative', 'second-person', 'singular']"
ballait,"['imperfect', 'indicative', 'singular', 'third-person']"
ballant,"['gerund', 'participle', 'present']"
ballas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
ballasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
ballassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
ballasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
ballassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
ballassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
ballasta,"['historic', 'indicative', 'past', 'singular', 'third-person']"
ballastai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
ballastaient,"['imperfect', 'indicative', 'plural', 'third-person']"
ballastais,"['first-person', 'imperfect', 'indicative', 'singular']"
ballastais,"['imperfect', 'indicative', 'second-person', 'singular']"
ballastait,"['imperfect', 'indicative', 'singular', 'third-person']"
ballastant,"['gerund', 'participle', 'present']"
ballastas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
ballastasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
ballastassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
ballastasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
ballastassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
ballastassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
ballaste,"['imperative', 'second-person', 'singular']"
ballaste,"['present', 'singular', 'subjunctive', 'third-person']"
ballaste,"['first-person', 'present', 'singular', 'subjunctive']"
ballaste,"['indicative', 'present', 'singular', 'third-person']"
ballaste,"['first-person', 'indicative', 'present', 'singular']"
ballastent,"['indicative', 'plural', 'present', 'third-person']"
ballastent,"['plural', 'present', 'subjunctive', 'third-person']"
ballaster,['infinitive']
ballastera,"['future', 'indicative', 'singular', 'third-person']"
ballasterai,"['first-person', 'future', 'indicative', 'singular']"
ballasteraient,"['conditional', 'plural', 'third-person']"
ballasterais,"['conditional', 'first-person', 'singular']"
ballasterais,"['conditional', 'second-person', 'singular']"
ballasterait,"['conditional', 'singular', 'third-person']"
ballasteras,"['future', 'indicative', 'second-person', 'singular']"
ballasterez,"['future', 'indicative', 'plural', 'second-person']"
ballasteriez,"['conditional', 'plural', 'second-person']"
ballasterions,"['conditional', 'first-person', 'plural']"
ballasterons,"['first-person', 'future', 'indicative', 'plural']"
ballasteront,"['future', 'indicative', 'plural', 'third-person']"
ballastes,"['present', 'second-person', 'singular', 'subjunctive']"
ballastes,"['indicative', 'present', 'second-person', 'singular']"
ballastez,"['indicative', 'plural', 'present', 'second-person']"
ballastez,"['imperative', 'plural', 'second-person']"
ballastiez,"['imperfect', 'indicative', 'plural', 'second-person']"
ballastiez,"['plural', 'present', 'second-person', 'subjunctive']"
ballastions,"['first-person', 'imperfect', 'indicative', 'plural']"
ballastions,"['first-person', 'plural', 'present', 'subjunctive']"
ballastons,"['first-person', 'imperative', 'plural']"
ballastons,"['first-person', 'indicative', 'plural', 'present']"
ballastâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
ballastât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
ballastâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
ballastèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
ballasté,"['participle', 'past']"
ballastée,"['feminine', 'singular']"
ballastées,"['feminine', 'plural']"
ballastés,"['masculine', 'plural']"
balle,"['first-person', 'indicative', 'present', 'singular']"
balle,"['indicative', 'present', 'singular', 'third-person']"
balle,"['first-person', 'present', 'singular', 'subjunctive']"
balle,"['present', 'singular', 'subjunctive', 'third-person']"
balle,"['imperative', 'second-person', 'singular']"
ballent,"['indicative', 'plural', 'present', 'third-person']"
ballent,"['plural', 'present', 'subjunctive', 'third-person']"
baller,['infinitive']
ballera,"['future', 'indicative', 'singular', 'third-person']"
ballerai,"['first-person', 'future', 'indicative', 'singular']"
balleraient,"['conditional', 'plural', 'third-person']"
ballerais,"['conditional', 'first-person', 'singular']"
ballerais,"['conditional', 'second-person', 'singular']"
ballerait,"['conditional', 'singular', 'third-person']"
balleras,"['future', 'indicative', 'second-person', 'singular']"
ballerez,"['future', 'indicative', 'plural', 'second-person']"
balleriez,"['conditional', 'plural', 'second-person']"
ballerions,"['conditional', 'first-person', 'plural']"
ballerons,"['first-person', 'future', 'indicative', 'plural']"
balleront,"['future', 'indicative', 'plural', 'third-person']"
balles,"['present', 'second-person', 'singular', 'subjunctive']"
balles,"['indicative', 'present', 'second-person', 'singular']"
ballez,"['imperative', 'plural', 'second-person']"
ballez,"['indicative', 'plural', 'present', 'second-person']"
balliez,"['plural', 'present', 'second-person', 'subjunctive']"
balliez,"['imperfect', 'indicative', 'plural', 'second-person']"
ballions,"['first-person', 'plural', 'present', 'subjunctive']"
ballions,"['first-person', 'imperfect', 'indicative', 'plural']"
ballonna,"['historic', 'indicative', 'past', 'singular', 'third-person']"
ballonnai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
ballonnaient,"['imperfect', 'indicative', 'plural', 'third-person']"
ballonnais,"['imperfect', 'indicative', 'second-person', 'singular']"
ballonnais,"['first-person', 'imperfect', 'indicative', 'singular']"
ballonnait,"['imperfect', 'indicative', 'singular', 'third-person']"
ballonnant,"['gerund', 'participle', 'present']"
ballonnas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
ballonnasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
ballonnassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
ballonnasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
ballonnassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
ballonnassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
ballonne,"['imperative', 'second-person', 'singular']"
ballonne,"['present', 'singular', 'subjunctive', 'third-person']"
ballonne,"['first-person', 'present', 'singular', 'subjunctive']"
ballonne,"['indicative', 'present', 'singular', 'third-person']"
ballonne,"['first-person', 'indicative', 'present', 'singular']"
ballonnent,"['plural', 'present', 'subjunctive', 'third-person']"
ballonnent,"['indicative', 'plural', 'present', 'third-person']"
ballonner,['infinitive']
ballonnera,"['future', 'indicative', 'singular', 'third-person']"
ballonnerai,"['first-person', 'future', 'indicative', 'singular']"
ballonneraient,"['conditional', 'plural', 'third-person']"
ballonnerais,"['conditional', 'first-person', 'singular']"
ballonnerais,"['conditional', 'second-person', 'singular']"
ballonnerait,"['conditional', 'singular', 'third-person']"
ballonneras,"['future', 'indicative', 'second-person', 'singular']"
ballonnerez,"['future', 'indicative', 'plural', 'second-person']"
ballonneriez,"['conditional', 'plural', 'second-person']"
ballonnerions,"['conditional', 'first-person', 'plural']"
ballonnerons,"['first-person', 'future', 'indicative', 'plural']"
ballonneront,"['future', 'indicative', 'plural', 'third-person']"
ballonnes,"['indicative', 'present', 'second-person', 'singular']"
ballonnes,"['present', 'second-person', 'singular', 'subjunctive']"
ballonnez,"['indicative', 'plural', 'present', 'second-person']"
ballonnez,"['imperative', 'plural', 'second-person']"
ballonniez,"['plural', 'present', 'second-person', 'subjunctive']"
ballonniez,"['imperfect', 'indicative', 'plural', 'second-person']"
ballonnions,"['first-person', 'plural', 'present', 'subjunctive']"
ballonnions,"['first-person', 'imperfect', 'indicative', 'plural']"
ballonnons,"['first-person', 'imperative', 'plural']"
ballonnons,"['first-person', 'indicative', 'plural', 'present']"
ballonnâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
ballonnât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
ballonnâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
ballonnèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
ballonné,"['participle', 'past']"
ballonnée,"['feminine', 'singular']"
ballonnées,"['feminine', 'plural']"
ballonnés,"['masculine', 'plural']"
ballons,"['first-person', 'indicative', 'plural', 'present']"
ballons,"['first-person', 'imperative', 'plural']"
ballota,"['historic', 'indicative', 'past', 'singular', 'third-person']"
ballotai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
ballotaient,"['imperfect', 'indicative', 'plural', 'third-person']"
ballotais,"['imperfect', 'indicative', 'second-person', 'singular']"
ballotais,"['first-person', 'imperfect', 'indicative', 'singular']"
ballotait,"['imperfect', 'indicative', 'singular', 'third-person']"
ballotant,"['gerund', 'participle', 'present']"
ballotas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
ballotasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
ballotassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
ballotasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
ballotassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
ballotassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
ballote,"['first-person', 'indicative', 'present', 'singular']"
ballote,"['indicative', 'present', 'singular', 'third-person']"
ballote,"['first-person', 'present', 'singular', 'subjunctive']"
ballote,"['present', 'singular', 'subjunctive', 'third-person']"
ballote,"['imperative', 'second-person', 'singular']"
ballotent,"['indicative', 'plural', 'present', 'third-person']"
ballotent,"['plural', 'present', 'subjunctive', 'third-person']"
balloter,['infinitive']
ballotera,"['future', 'indicative', 'singular', 'third-person']"
balloterai,"['first-person', 'future', 'indicative', 'singular']"
balloteraient,"['conditional', 'plural', 'third-person']"
balloterais,"['conditional', 'first-person', 'singular']"
balloterais,"['conditional', 'second-person', 'singular']"
balloterait,"['conditional', 'singular', 'third-person']"
balloteras,"['future', 'indicative', 'second-person', 'singular']"
balloterez,"['future', 'indicative', 'plural', 'second-person']"
balloteriez,"['conditional', 'plural', 'second-person']"
balloterions,"['conditional', 'first-person', 'plural']"
balloterons,"['first-person', 'future', 'indicative', 'plural']"
balloteront,"['future', 'indicative', 'plural', 'third-person']"
ballotes,"['present', 'second-person', 'singular', 'subjunctive']"
ballotes,"['indicative', 'present', 'second-person', 'singular']"
ballotez,"['indicative', 'plural', 'present', 'second-person']"
ballotez,"['imperative', 'plural', 'second-person']"
ballotiez,"['plural', 'present', 'second-person', 'subjunctive']"
ballotiez,"['imperfect', 'indicative', 'plural', 'second-person']"
ballotions,"['first-person', 'imperfect', 'indicative', 'plural']"
ballotions,"['first-person', 'plural', 'present', 'subjunctive']"
ballotons,"['first-person', 'indicative', 'plural', 'present']"
ballotons,"['first-person', 'imperative', 'plural']"
ballotta,"['historic', 'indicative', 'past', 'singular', 'third-person']"
ballottai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
ballottaient,"['imperfect', 'indicative', 'plural', 'third-person']"
ballottais,"['imperfect', 'indicative', 'second-person', 'singular']"
ballottais,"['first-person', 'imperfect', 'indicative', 'singular']"
ballottait,"['imperfect', 'indicative', 'singular', 'third-person']"
ballottant,"['gerund', 'participle', 'present']"
ballottas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
ballottasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
ballottassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
ballottasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
ballottassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
ballottassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
ballotte,"['present', 'singular', 'subjunctive', 'third-person']"
ballotte,"['imperative', 'second-person', 'singular']"
ballotte,"['first-person', 'indicative', 'present', 'singular']"
ballotte,"['indicative', 'present', 'singular', 'third-person']"
ballotte,"['first-person', 'present', 'singular', 'subjunctive']"
ballottent,"['plural', 'present', 'subjunctive', 'third-person']"
ballottent,"['indicative', 'plural', 'present', 'third-person']"
ballotter,['infinitive']
ballottera,"['future', 'indicative', 'singular', 'third-person']"
ballotterai,"['first-person', 'future', 'indicative', 'singular']"
ballotteraient,"['conditional', 'plural', 'third-person']"
ballotterais,"['conditional', 'first-person', 'singular']"
ballotterais,"['conditional', 'second-person', 'singular']"
ballotterait,"['conditional', 'singular', 'third-person']"
ballotteras,"['future', 'indicative', 'second-person', 'singular']"
ballotterez,"['future', 'indicative', 'plural', 'second-person']"
ballotteriez,"['conditional', 'plural', 'second-person']"
ballotterions,"['conditional', 'first-person', 'plural']"
ballotterons,"['first-person', 'future', 'indicative', 'plural']"
ballotteront,"['future', 'indicative', 'plural', 'third-person']"
ballottes,"['present', 'second-person', 'singular', 'subjunctive']"
ballottes,"['indicative', 'present', 'second-person', 'singular']"
ballottez,"['indicative', 'plural', 'present', 'second-person']"
ballottez,"['imperative', 'plural', 'second-person']"
ballottiez,"['imperfect', 'indicative', 'plural', 'second-person']"
ballottiez,"['plural', 'present', 'second-person', 'subjunctive']"
ballottions,"['first-person', 'plural', 'present', 'subjunctive']"
ballottions,"['first-person', 'imperfect', 'indicative', 'plural']"
ballottons,"['first-person', 'imperative', 'plural']"
ballottons,"['first-person', 'indicative', 'plural', 'present']"
ballottâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
ballottât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
ballottâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
ballottèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
ballotté,"['participle', 'past']"
ballottée,"['feminine', 'singular']"
ballottées,"['feminine', 'plural']"
ballottés,"['masculine', 'plural']"
ballotâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
ballotât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
ballotâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
ballotèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
balloté,"['participle', 'past']"
ballotée,"['feminine', 'singular']"
ballotées,"['feminine', 'plural']"
ballotés,"['masculine', 'plural']"
ballâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
ballât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
ballâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
ballèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
ballé,"['participle', 'past']"
ballée,"['feminine', 'singular']"
ballées,"['feminine', 'plural']"
ballés,"['masculine', 'plural']"
balocha,"['historic', 'indicative', 'past', 'singular', 'third-person']"
balochai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
balochaient,"['imperfect', 'indicative', 'plural', 'third-person']"
balochais,"['imperfect', 'indicative', 'second-person', 'singular']"
balochais,"['first-person', 'imperfect', 'indicative', 'singular']"
balochait,"['imperfect', 'indicative', 'singular', 'third-person']"
balochant,"['gerund', 'participle', 'present']"
balochas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
balochasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
balochassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
balochasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
balochassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
balochassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
baloche,"['first-person', 'present', 'singular', 'subjunctive']"
baloche,"['indicative', 'present', 'singular', 'third-person']"
baloche,"['present', 'singular', 'subjunctive', 'third-person']"
baloche,"['first-person', 'indicative', 'present', 'singular']"
baloche,"['imperative', 'second-person', 'singular']"
balochent,"['indicative', 'plural', 'present', 'third-person']"
balochent,"['plural', 'present', 'subjunctive', 'third-person']"
balocher,['infinitive']
balochera,"['future', 'indicative', 'singular', 'third-person']"
balocherai,"['first-person', 'future', 'indicative', 'singular']"
balocheraient,"['conditional', 'plural', 'third-person']"
balocherais,"['conditional', 'second-person', 'singular']"
balocherais,"['conditional', 'first-person', 'singular']"
balocherait,"['conditional', 'singular', 'third-person']"
balocheras,"['future', 'indicative', 'second-person', 'singular']"
balocherez,"['future', 'indicative', 'plural', 'second-person']"
balocheriez,"['conditional', 'plural', 'second-person']"
balocherions,"['conditional', 'first-person', 'plural']"
balocherons,"['first-person', 'future', 'indicative', 'plural']"
balocheront,"['future', 'indicative', 'plural', 'third-person']"
baloches,"['present', 'second-person', 'singular', 'subjunctive']"
baloches,"['indicative', 'present', 'second-person', 'singular']"
balochez,"['imperative', 'plural', 'second-person']"
balochez,"['indicative', 'plural', 'present', 'second-person']"
balochiez,"['plural', 'present', 'second-person', 'subjunctive']"
balochiez,"['imperfect', 'indicative', 'plural', 'second-person']"
balochions,"['first-person', 'plural', 'present', 'subjunctive']"
balochions,"['first-person', 'imperfect', 'indicative', 'plural']"
balochons,"['first-person', 'imperative', 'plural']"
balochons,"['first-person', 'indicative', 'plural', 'present']"
